-0.036,0.681
-0.129,0.681
-0.223,0.681
-0.317,0.681
-0.411,0.681
-0.505,0.681
-0.599,0.681
-0.693,0.682
-0.787,0.682
-0.881,0.682
-0.976,0.682
-1.07,0.682
-1.165,0.683
-1.259,0.683
-1.354,0.683
-1.448,0.683
-1.543,0.683
-1.638,0.683
-1.733,0.683
-1.828,0.683
-1.923,0.683
-2.018,0.683
-2.113,0.683
-2.208,0.683
-2.304,0.682
-2.399,0.682
-2.494,0.682
-2.59,0.682
-2.686,0.682
-2.781,0.682
-2.877,0.682
-2.973,0.682
-3.069,0.682
-3.164,0.682
-3.261,0.681
-3.357,0.681
-3.453,0.681
-3.549,0.681
-3.646,0.681
-3.742,0.681
-3.839,0.681
-3.935,0.681
-4.032,0.68
-4.129,0.68
-4.226,0.68
-4.323,0.679
-4.42,0.679
-4.517,0.679
-4.615,0.679
-4.712,0.679
-4.81,0.678
-4.908,0.678
-5.005,0.678
-5.103,0.679
-5.201,0.679
-5.298,0.679
-5.395,0.679
-5.493,0.679
-5.59,0.679
-5.687,0.679
-5.784,0.679
-5.882,0.679
-5.979,0.679
-6.076,0.679
-6.173,0.679
-6.269,0.679
-6.366,0.68
-6.462,0.68
-6.559,0.68
-6.655,0.679
-6.752,0.679
-6.848,0.679
-6.944,0.679
-7.041,0.679
-7.137,0.679
-7.233,0.679
-7.329,0.679
-7.425,0.679
-7.521,0.679
-7.617,0.679
-7.713,0.679
-7.808,0.68
-7.903,0.68
-7.999,0.68
-8.094,0.68
-8.188,0.68
-8.283,0.68
-8.378,0.68
-8.473,0.679
-8.567,0.679
-8.662,0.679
-8.757,0.679
-8.852,0.679
-8.947,0.678
-9.042,0.678
-9.138,0.678
-9.233,0.678
-9.329,0.678
-9.424,0.678
-9.519,0.678
-9.614,0.678
-9.709,0.678
-9.804,0.678
-9.898,0.678
-9.993,0.678
-10.088,0.677
-10.183,0.677
-10.278,0.677
-10.373,0.677
-10.467,0.678
-10.561,0.678
-10.655,0.678
-10.748,0.678
-10.841,0.678
-10.935,0.678
-11.028,0.678
-11.122,0.677
-11.216,0.677
-11.31,0.677
-11.404,0.676
-11.499,0.676
-11.594,0.676
-11.689,0.676
-11.784,0.675
-11.88,0.675
-11.975,0.675
-12.071,0.675
-12.166,0.675
-12.262,0.675
-12.357,0.675
-12.453,0.675
-12.548,0.675
-12.643,0.675
-12.739,0.674
-12.834,0.674
-12.93,0.674
-13.025,0.674
-13.121,0.674
-13.216,0.674
-13.311,0.674
-13.406,0.674
-13.501,0.674
-13.596,0.674
-13.691,0.674
-13.786,0.674
-13.881,0.673
-13.977,0.673
-14.072,0.673
-14.168,0.673
-14.263,0.673
-14.359,0.673
-14.454,0.673
-14.55,0.672
-14.645,0.672
-14.741,0.672
-14.837,0.672
-14.933,0.671
-15.03,0.671
-15.126,0.671
-15.223,0.671
-15.32,0.671
-15.417,0.67
-15.514,0.67
-15.61,0.67
-15.707,0.67
-15.802,0.67
-15.898,0.67
-15.993,0.67
-16.088,0.67
-16.183,0.67
-16.278,0.67
-16.373,0.67
-16.468,0.67
-16.563,0.67
-16.656,0.67
-16.75,0.67
-16.843,0.67
-16.936,0.67
-17.028,0.67
-17.12,0.67
-17.211,0.67
-17.302,0.671
-17.393,0.67
-17.484,0.67
-17.575,0.67
-17.666,0.67
-17.757,0.67
-17.848,0.67
-17.939,0.669
-18.03,0.669
-18.122,0.669
-18.213,0.669
-18.305,0.669
-18.396,0.669
-18.488,0.669
-18.58,0.668
-18.672,0.668
-18.764,0.668
-18.856,0.668
-18.948,0.668
-19.04,0.668
-19.132,0.668
-19.224,0.668
-19.316,0.668
-19.408,0.667
-19.418,0.667
